fips,state,county,year,vaprate,allmail,preselect,govelect,senelect,totalpop,fempop,youthpop,senpop,blackpop,othpop,hisppop,areasqkm,popdens,fempct,youthpct,senpct,blackpct,othpct,lnpopdens,hisppct,medhhinc,lnincome,meanaod,,
1045,Alabama,Dale,2012,48.69499,0,1,0,0,50289,25378,12174,7199,9756,3698,2865,1453.3,34.60331659,50.46431625,24.20807731,14.31525781,19.39986876,7.353496789,3.543949533,5.69707093,45247,10.71989165,0.111115314,,
1047,Alabama,Dallas,2012,66.18051,0,1,0,0,42789,22998,11071,6386,29845,561,396,2540.3,16.84407353,53.74745846,25.87347215,14.92439646,69.74923462,1.311084625,2.823998876,0.9254715,26178,10.17267464,0.095747352,,
1049,Alabama,De Kalb,2012,45.05437,0,1,0,0,70944,35882,17864,10491,1275,10775,9837,2015,35.20794045,50.57792061,25.180424,14.78771989,1.797192152,15.18803563,3.561271638,13.86586604,36853,10.51469231,0.089070989,,
1051,Alabama,Elmore,2012,57.54853,0,1,0,0,80193,41371,18493,10395,16653,3001,2170,1609.9,49.81241071,51.58929084,23.06061626,12.96247802,20.76615166,3.74222189,3.908264164,2.705971843,55514,10.92439052,0.09983249,,
1053,Alabama,Escambia,2012,50.3601,0,1,0,0,38023,18429,8512,6017,12187,2094,729,2454,15.49429503,48.46803251,22.38645031,15.82463246,32.05165295,5.507193015,2.740471893,1.917260605,31075,10.34415892,0.095388262,,
1055,Alabama,Etowah,2012,52.76488,0,1,0,0,104278,53793,23487,17137,15981,4672,3667,1385.2,75.28010396,51.58614473,22.52344694,16.43395539,15.32538023,4.480331422,4.321215876,3.516561499,37660,10.5363538,0.090388152,,
1057,Alabama,Fayette,2012,59.84359,0,1,0,0,16945,8509,3684,3109,1928,323,240,1626,10.42127921,50.21540277,21.74092653,18.34759516,11.37798761,1.906167011,2.343849794,1.416347005,33090,10.4069864,0.078674248,,
1059,Alabama,Franklin,2012,45.59397,0,1,0,0,31690,15903,7776,4920,1386,4944,4886,1646.4,19.24805637,50.18302304,24.53770906,15.52540234,4.373619438,15.60113601,2.957410088,15.41811297,37235,10.52500446,0.075738758,,
1061,Alabama,Geneva,2012,53.952,0,1,0,0,26924,13774,5982,4870,2623,1241,973,1492.8,18.03590568,51.15881741,22.21809538,18.08795127,9.742237409,4.609270539,2.892364531,3.613876096,33618,10.42281692,0.111115314,,
1063,Alabama,Greene,2012,78.73563,0,1,0,0,8848,4639,2057,1500,7189,91,86,1673,5.288702929,52.42992767,23.24819168,16.95298373,81.25,1.028481013,1.665573023,0.971971067,23777,10.07647401,0.077543646,,
1065,Alabama,Hale,2012,73.58523,0,1,0,0,15364,8080,3683,2487,8995,191,157,1667.4,9.214345688,52.59047123,23.97162197,16.18719084,58.54595158,1.243165842,2.220761583,1.021869305,29409,10.28905603,0.085963496,,
1067,Alabama,Henry,2012,64.89008,0,1,0,0,17153,8890,3779,3237,4834,485,404,1455.5,11.78495362,51.82766863,22.03113158,18.87133446,28.18165918,2.827493733,2.466823601,2.35527313,40680,10.61349185,0.111115314,,
1069,Alabama,Houston,2012,53.57562,0,1,0,0,103371,53769,24931,15766,27212,4448,3186,1503.3,68.76272201,52.01555562,24.1179828,15.25185981,26.32459781,4.302947635,4.230661767,3.08210233,41828,10.64132125,0.111115314,,
1071,Alabama,Jackson,2012,49.90929,0,1,0,0,53079,26948,11774,9262,1782,2300,1375,2794.1,18.99681472,50.76960757,22.18203056,17.44946212,3.357259933,4.333163775,2.944271319,2.590478344,37059,10.52026652,0.087971062,,
1073,Alabama,Jefferson,2012,60.26793,0,1,0,0,658061,346601,153016,89620,280829,34915,24639,2881.8,228.3506836,52.67004123,23.25255561,13.61879826,42.67522312,5.305739134,5.430882533,3.74418177,45415,10.72359773,0.090604486,,
1075,Alabama,Lamar,2012,64.35297,0,1,0,0,14248,7318,3116,2806,1582,236,205,1566.7,9.09427459,51.36159461,21.8697361,19.69399214,11.10331275,1.656372824,2.20764505,1.438798428,35271,10.47081638,0.076728994,,
1077,Alabama,Lauderdale,2012,50.537,0,1,0,0,92662,48373,19403,16220,9420,3138,2077,1734.1,53.43521135,52.2037081,20.93954372,17.50447864,10.16597958,3.386501478,3.978469917,2.241479787,40701,10.61400794,0.076996098,,
1079,Alabama,Lawrence,2012,54.03919,0,1,0,0,33806,17391,7569,5365,3878,2658,672,1796,18.82293987,51.44353073,22.38951665,15.86996391,11.47133645,7.862509614,2.935076332,1.987812814,39526,10.58471396,0.083948828,,
1081,Alabama,Lee,2012,47.13657,0,1,0,0,148567,75132,32721,14332,34319,10183,5330,1576.8,94.22057331,50.57112279,22.0244065,9.646826011,23.10001548,6.854146614,4.545638558,3.587606938,43189,10.67334111,0.104494082,,
1083,Alabama,Limestone,2012,53.29614,0,1,0,0,87326,43397,20745,11404,11435,6323,4808,1471.4,59.3489194,49.69539427,23.75581156,13.05911183,13.094611,7.240684332,4.083433914,5.505805831,48197,10.78305206,0.082925386,,
1085,Alabama,Lowndes,2012,90.74789,0,1,0,0,10851,5706,2545,1712,8032,123,131,1859.6,5.835125834,52.58501521,23.45405953,15.77734771,74.02082757,1.13353608,1.763895831,1.207262004,28023,10.24078088,0.099983348,,
1087,Alabama,Macon,2012,63.15917,0,1,0,0,20608,11069,3870,3144,16849,345,324,1581.4,13.03149108,53.71215062,18.77911491,15.25621118,81.75951087,1.674107143,2.567368819,1.572204969,27957,10.23842289,0.102162863,,
1089,Alabama,Madison,2012,58.89231,0,1,0,0,342730,174980,78782,44044,83650,26381,15739,2084.8,164.3946662,51.05476614,22.98660753,12.85093222,24.40696758,7.697312753,5.102270038,4.592244624,58242,10.97236202,0.087550732,,
1091,Alabama,Marengo,2012,73.95567,0,1,0,0,20375,10807,4824,3552,10447,495,438,2530.7,8.051132098,53.0404908,23.67607362,17.43312883,51.27361963,2.429447853,2.085812715,2.149693252,34515,10.44914929,0.083897869,,
1093,Alabama,Marion,2012,50.55646,0,1,0,0,30484,15351,6565,5825,1177,889,693,1920.4,15.8737763,50.35756462,21.53588768,19.10838473,3.861041858,2.916283952,2.764668458,2.273323711,31970,10.37255324,0.075821659,,
1095,Alabama,Marshall,2012,45.97682,0,1,0,0,94260,47809,23531,14533,2088,12653,11892,1468.8,64.1748366,50.72034797,24.96392956,15.41799279,2.215149586,13.42350944,4.161611181,12.61616805,38649,10.56227618,0.089378219,,
1097,Alabama,Mobile,2012,55.9932,0,1,0,0,413816,215478,100938,56801,145514,21743,10339,3194.4,129.5442024,52.07096874,24.39200031,13.72614882,35.1639376,5.254267597,4.864022154,2.498453419,42973,10.66832729,0.072497661,,
1099,Alabama,Monroe,2012,62.49709,0,1,0,0,22581,11756,5475,3778,9361,578,242,2657.3,8.497723253,52.06146761,24.24604756,16.73087994,41.4552057,2.559674062,2.139798275,1.071697445,30996,10.34161344,0.092034029,,
1101,Alabama,Montgomery,2012,59.01566,0,1,0,0,228874,120216,54805,28684,128374,13264,7712,2045.8,111.8750611,52.52497007,23.94548966,12.53265989,56.08937669,5.795328434,4.717382723,3.369539572,44401,10.70101727,0.099968214,,
1103,Alabama,Morgan,2012,53.8218,0,1,0,0,120102,60932,28279,17964,14719,10687,9221,1508,79.64323607,50.73354315,23.54581939,14.95728631,12.25541623,8.898269804,4.377557112,7.677640672,45852,10.7331741,0.08833614,,
1105,Alabama,Perry,2012,78.44927,0,1,0,0,10163,5427,2405,1761,6969,164,134,1863.6,5.453423481,53.39958674,23.66427236,17.32756076,68.57227197,1.613696743,1.696243573,1.318508314,31008,10.34200051,0.093853194,,
1107,Alabama,Pickens,2012,64.20849,0,1,0,0,19309,10051,4355,3398,8014,379,343,2283,8.457731056,52.05344658,22.55424931,17.59801129,41.50396188,1.962815267,2.135080941,1.776373712,28762,10.26681035,0.076351285,,
1109,Alabama,Pike,2012,53.16994,0,1,0,0,33215,17324,6573,4439,12360,1569,737,1738.1,19.10994764,52.15715791,19.78925184,13.36444378,37.21210297,4.723769381,2.950209019,2.218877013,31702,10.36413505,0.108579431,,
1111,Alabama,Randolph,2012,59.42632,0,1,0,0,22533,11650,5132,4084,4415,809,653,1505,14.97209302,51.70194825,22.77548484,18.12452847,19.59348511,3.590289797,2.706188003,2.897971863,35074,10.46521539,0.097134158,,
1113,Alabama,Russell,2012,43.832,0,1,0,0,57500,29272,14451,7007,24189,3021,2633,1660.5,34.62812406,50.90782609,25.13217391,12.18608696,42.06782609,5.253913043,3.544666186,4.579130435,33591,10.42201345,0.107575148,,
1117,Alabama,Shelby,2012,61.49307,0,1,0,0,200912,102930,50096,23805,22812,16232,11697,2058.8,97.58694385,51.23138488,24.93429959,11.84847097,11.35422474,8.079159035,4.580743712,5.821951899,69379,11.14733951,0.096700006,,
1115,Alabama,St. Clair,2012,54.0638,0,1,0,0,84761,42411,19912,11993,7466,2667,1823,1642,51.62058465,50.03598353,23.49193615,14.14919597,8.808296268,3.14649426,3.94392052,2.150753295,49652,10.81279395,0.091781637,,
1119,Alabama,Sumter,2012,66.09628,0,1,0,0,13440,7382,2762,2036,9899,205,127,2343.9,5.734033022,54.92559524,20.55059524,15.14880952,73.65327381,1.525297619,1.746419126,0.944940476,22655,10.02813586,0.074987894,,
1121,Alabama,Talladega,2012,52.89016,0,1,0,0,82146,42286,18596,12351,26454,2285,1729,1915.6,42.88264773,51.47663915,22.63774256,15.03542473,32.20363743,2.781632703,3.758467262,2.104789034,35209,10.46905701,0.096323367,,
1123,Alabama,Tallapoosa,2012,58.51804,0,1,0,0,41048,21098,9021,7528,10980,1268,1021,1859.7,22.07237727,51.39836289,21.97671019,18.33950497,26.7491717,3.089066459,3.094326929,2.487331904,38611,10.56129249,0.098478484,,
1125,Alabama,Tuscaloosa,2012,50.25583,0,1,0,0,198807,102701,41970,22221,60284,9293,6270,3432.4,57.92069689,51.65864381,21.11092668,11.17717183,30.32287596,4.674382693,4.05907478,3.153812492,43996,10.691854,0.085783822,,
1127,Alabama,Walker,2012,55.64099,0,1,0,0,66104,33863,14845,11320,3960,1889,1390,2057.6,32.12674961,51.22685465,22.4570374,17.12453104,5.990560329,2.857618298,3.469689004,2.102747186,37408,10.52963986,0.087907356,,
1129,Alabama,Washington,2012,67.33334,0,1,0,0,17146,8703,4096,2750,4186,1582,210,2799.1,6.125540352,50.75819433,23.88895369,16.03872623,24.41385746,9.226641782,1.812466973,1.224775458,42256,10.65150163,0.072906784,,
1131,Alabama,Wilcox,2012,77.25397,0,1,0,0,11302,5985,2895,1828,8131,73,86,2301.9,4.909857075,52.95522916,25.61493541,16.17412847,71.94301893,0.64590338,1.591244832,0.76092727,24212,10.09460366,0.093269681,,
1133,Alabama,Winston,2012,51.07634,0,1,0,0,24193,12263,5117,4617,149,911,683,1591.5,15.20138234,50.6882156,21.15074608,19.08403257,0.615880627,3.765552019,2.721386367,2.823130658,32830,10.39909801,0.086016516,,
4001,Arizona,Apache,2012,51.03982,0,1,0,1,72229,36400,21648,8919,267,57176,4255,29022.7,2.488707115,50.3952706,29.97134115,12.34822578,0.369657617,79.15934043,0.911763345,5.890985615,31615,10.36138697,0.025848953,,
4003,Arizona,Cochise,2012,48.13528,0,1,0,1,132017,64440,29501,23958,6142,47567,44263,15980.3,8.261234145,48.81189544,22.34636448,18.1476628,4.652431126,36.03096571,2.111573989,33.52825772,45505,10.72557749,0.027229816,,
4005,Arizona,Coconino,2012,49.37289,0,1,0,1,136146,68827,30791,13186,1845,56995,18510,48223.5,2.823229338,50.55381723,22.61616206,9.685190898,1.35516284,41.86314692,1.037881385,13.59569874,48320,10.78560083,0.025626685,,
4007,Arizona,Gila,2012,51.31282,0,1,0,1,52994,26667,10998,13177,333,17975,9677,12349.3,4.291255375,50.32079103,20.75329283,24.86507907,0.628373023,33.91893422,1.456579318,18.2605578,38504,10.55851741,0.027091362,,
4009,Arizona,Graham,2012,44.78089,0,1,0,1,37015,17336,10386,4480,717,16578,11561,11990.8,3.086949995,46.83506686,28.05889504,12.1032014,1.937052546,44.78724841,1.127183547,31.2332838,44421,10.70146761,0.026622565,,
4011,Arizona,Greenlee,2012,47.92937,0,1,0,1,8764,4168,2548,1047,139,4325,4108,4784.1,1.831901507,47.55819261,29.07348243,11.94659973,1.586033775,49.34961205,0.605354502,46.87357371,49692,10.81359923,0.026796059,,
4012,Arizona,La Paz,2012,34.23676,0,1,0,1,20521,9987,3558,7203,200,7435,5103,11653.9,1.760869752,48.66721895,17.33833634,35.10062862,0.974611374,36.23117782,0.565807864,24.8672092,35093,10.46575696,0.0302117,,
4013,Arizona,Maricopa,2012,47.12178,0,1,0,1,3947505,1995504,1011385,510733,220092,1374391,1179630,23838.5,165.5936825,50.55101893,25.62086685,12.93812167,5.575471089,34.81670068,5.109537092,29.88292605,54385,10.90384366,0.027103124,,
4015,Arizona,Mohave,2012,43.06095,0,1,0,1,203347,100892,39797,51011,2344,37412,31043,34479.2,5.89767164,49.61568157,19.57097966,25.08569096,1.152709408,18.39810767,1.774557636,15.2660231,39383,10.58108953,0.023993219,,
4017,Arizona,Navajo,2012,49.05016,0,1,0,1,107313,53634,30826,15517,1014,59003,11580,25780.3,4.162597022,49.9790333,28.72531753,14.45957153,0.9448995,54.982155,1.426139164,10.79086411,37683,10.53696434,0.025973583,,
4019,Arizona,Pima,2012,49.72231,0,1,0,1,993052,504440,221921,163578,39812,398967,351542,23794.3,41.73486928,50.79693712,22.34736952,16.47224919,4.009054914,40.17584175,3.731336973,35.40016031,46443,10.74598103,0.028196448,,
4021,Arizona,Pinal,2012,37.67219,0,1,0,1,382251,181566,96262,61639,18229,135530,111171,13908.3,27.48366084,47.49915631,25.18292954,16.12526848,4.768856066,35.45576074,3.313591677,29.08324635,50164,10.82305292,0.025894135,,
4023,Arizona,Santa Cruz,2012,41.70339,0,1,0,1,47359,24662,13910,6803,347,39555,39385,3205.8,14.7729116,52.07457928,29.3713972,14.36474588,0.732701282,83.52161152,2.692795206,83.16265124,37692,10.53720315,0.025508998,,
4025,Arizona,Yavapai,2012,57.86624,0,1,0,1,211990,108323,38665,55458,1561,34287,29440,21040,10.07557034,51.09816501,18.23906788,26.16066796,0.736355488,16.17387613,2.310113716,13.88744752,43652,10.68400438,0.02544873,,
4027,Arizona,Yuma,2012,28.55291,0,1,0,1,202475,99134,54535,32972,5219,126536,123285,14282.4,14.17653896,48.96110631,26.93418941,16.28447957,2.577602173,62.49462897,2.651588412,60.88899864,41156,10.625125,0.0368144,,
5001,Arkansas,Arkansas,2012,44.60778,0,1,0,0,18964,9785,4432,3138,4678,722,590,2560.3,7.406944499,51.59776418,23.37059692,16.54714195,24.66779161,3.807213668,2.002418006,3.111157984,39883,10.59370545,0.057659089,,
5003,Arkansas,Ashley,2012,48.3253,0,1,0,0,21515,11071,5123,3702,5552,1177,1117,2386.3,9.016049952,51.45712294,23.81129445,17.20660005,25.80525215,5.470601906,2.199006317,5.191726702,38069,10.54715558,0.055940901,,
5005,Arkansas,Baxter,2012,57.44542,0,1,0,0,41080,21272,7350,11978,93,1224,766,1435.9,28.60923463,51.781889,17.89191821,29.15774099,0.226387537,2.979552093,3.353729555,1.864654333,35209,10.46905701,0.066640086,,
5007,Arkansas,Benton,2012,46.93346,0,1,0,0,234938,118696,64788,29267,3879,49415,37076,2184.2,107.5624943,50.52226545,27.57663724,12.45732917,1.6510739,21.03320876,4.678072021,15.78118482,53515,10.88771727,0.070902244,,
5009,Arkansas,Boone,2012,53.47997,0,1,0,0,37333,18965,8598,6985,118,1291,828,1531.3,24.37993861,50.79956071,23.03056277,18.70998848,0.316074251,3.45806659,3.193760606,2.217876945,38364,10.5548748,0.070119859,,
5011,Arkansas,Bradley,2012,41.90476,0,1,0,0,11266,5813,2602,2016,3112,1558,1524,1685.3,6.684863229,51.59772768,23.09604119,17.89454997,27.62293627,13.82922066,1.899845751,13.52742766,32321,10.38347245,0.055497358,,
5013,Arkansas,Calhoun,2012,50,0,1,0,0,5278,2579,981,978,1137,210,183,1627.4,3.243210028,48.86320576,18.58658583,18.52974612,21.54225085,3.978779841,1.176563589,3.467222433,31425,10.35535903,0.054224421,,
5015,Arkansas,Carroll,2012,47.44665,0,1,0,0,27623,14031,6207,5525,160,4340,3908,1641.5,16.82790131,50.79462767,22.4704051,20.00144807,0.579227455,15.71154473,2.823038301,14.1476306,35558,10.47892045,0.071487277,,
5017,Arkansas,Chicot,2012,49.56245,0,1,0,0,11498,5807,2673,2137,6335,566,566,1668.1,6.89287213,50.50443555,23.24752131,18.58584102,55.09653853,4.922595234,1.930487853,4.922595234,25188,10.13412297,0.058559405,,
5019,Arkansas,Clark,2012,45.87311,0,1,0,0,22755,11935,4472,3450,5485,1150,965,2241.7,10.15077843,52.45001099,19.65282356,15.16150297,24.1045924,5.053834322,2.317550395,4.240826192,32393,10.38569763,0.053865565,,
5021,Arkansas,Clay,2012,41.70748,0,1,0,0,15710,7986,3503,3213,80,344,270,1655.9,9.48728788,50.83386378,22.29789943,20.45194144,0.50922979,2.189688097,2.249952785,1.718650541,32695,10.39497744,0.067502917,,
5023,Arkansas,Cleburne,2012,56.33101,0,1,0,0,25763,13036,5093,6221,104,832,606,1432.5,17.98464223,50.59969724,19.76866048,24.14703257,0.403679696,3.229437566,2.889518184,2.352210534,39410,10.58177487,0.065882989,,
5025,Arkansas,Cleveland,2012,49.80177,0,1,0,0,8609,4397,2070,1483,1024,196,163,1548.2,5.560651079,51.07445696,24.04460448,17.22615867,11.89452898,2.276687188,1.715715202,1.893367406,38060,10.54691914,0.05569521,,
5027,Arkansas,Columbia,2012,49.66905,0,1,0,0,24413,12726,5354,3933,8925,768,583,1984.4,12.30245918,52.12796461,21.93093843,16.11026912,36.55839102,3.145864908,2.509799176,2.388071929,34895,10.46009883,0.049950455,,
5029,Arkansas,Conway,2012,47.50492,0,1,0,0,21141,10728,4961,3701,2363,1012,776,1440.6,14.67513536,50.74499787,23.46625041,17.50626744,11.17733314,4.786906958,2.68615459,3.670592687,32625,10.39283414,0.062505864,,
5031,Arkansas,Craighead,2012,42.21376,0,1,0,0,99993,51187,24793,12468,13780,6003,4581,1841,54.31450299,51.19058334,24.79473563,12.46887282,13.78096467,6.003420239,3.994791281,4.581320692,41054,10.62264355,0.066234472,,
5033,Arkansas,Crawford,2012,44.73387,0,1,0,0,61911,31447,15900,8839,845,6289,4083,1542.3,40.14199572,50.79388154,25.68202743,14.27694594,1.364862464,10.15813022,3.692423061,6.594950816,39981,10.59615962,0.068670037,,
5035,Arkansas,Crittenden,2012,46.54712,0,1,0,0,50077,26352,14109,5777,25853,1469,1139,1581.2,31.67025044,52.62296064,28.1746111,11.5362342,51.6264952,2.933482437,3.455377768,2.274497274,36521,10.50564272,0.062292356,,
5037,Arkansas,Cross,2012,50.18026,0,1,0,0,17703,9179,4363,2939,4059,436,294,1595.2,11.097668,51.84996893,24.6455403,16.60170593,22.92831723,2.462859402,2.406734997,1.660735469,39665,10.58822447,0.063455354,,
5039,Arkansas,Dallas,2012,50.12189,0,1,0,0,7952,4064,1841,1501,3339,247,211,1728.7,4.599988431,51.10663984,23.15140845,18.87575453,41.98943662,3.106136821,1.526053788,2.653420523,30309,10.31919998,0.054221778,,
5041,Arkansas,Desha,2012,47.35883,0,1,0,0,12590,6707,3233,2041,6148,545,573,1981.4,6.354093066,53.27243844,25.67911041,16.21127879,48.83240667,4.328832407,1.849099182,4.551231136,29504,10.29228113,0.056787597,,
5043,Arkansas,Drew,2012,45.86185,0,1,0,0,18788,9608,4289,2842,5339,662,523,2145.1,8.758566034,51.13902491,22.82840111,15.1266766,28.41707473,3.523525655,2.170032197,2.783691718,32087,10.37620624,0.056227136,,
5045,Arkansas,Faulkner,2012,46.08612,0,1,0,0,118523,60512,28677,12427,12769,6918,4634,1676.7,70.68825669,51.05506948,24.19530387,10.48488479,10.77343638,5.836841794,4.258279459,3.909789661,49008,10.79973883,0.063525358,,
5047,Arkansas,Franklin,2012,47.79654,0,1,0,0,17959,9083,4329,3114,154,863,468,1578.9,11.37437456,50.57631271,24.10490562,17.33949552,0.85750877,4.805390055,2.43136298,2.605935743,35918,10.48899384,0.067275695,,
5049,Arkansas,Fulton,2012,46.35572,0,1,0,0,12169,6186,2504,2878,49,265,143,1601.2,7.599925056,50.83408661,20.57687567,23.65025885,0.402662503,2.177664557,2.028138386,1.175117101,35059,10.46478764,0.06692088,,
5051,Arkansas,Garland,2012,53.04644,0,1,0,0,96986,50051,20092,20887,8033,6072,4827,1756.2,55.22491744,51.60641742,20.71639206,21.53609799,8.282638731,6.26069742,4.011414254,4.977006991,38680,10.56307795,0.057171022,,
5053,Arkansas,Grant,2012,47.24025,0,1,0,0,18038,9044,4295,2743,429,580,456,1636.4,11.02297727,50.1385963,23.81084377,15.20678567,2.378312451,3.215434084,2.399981937,2.527996452,49063,10.80086047,0.057081181,,
5055,Arkansas,Greene,2012,42.63143,0,1,0,0,43229,22001,10862,6282,308,1386,1062,1495.9,28.89832208,50.89407574,25.12665109,14.53191145,0.712484675,3.206181036,3.363783534,2.45668417,38481,10.55791989,0.066543136,,
5057,Arkansas,Hempstead,2012,41.98362,0,1,0,0,22344,11560,5899,3481,6630,2877,2759,1887.7,11.83662658,51.73648407,26.40082349,15.57912639,29.67239527,12.87593985,2.471198672,12.34783387,31193,10.34794899,0.050389467,,
5059,Arkansas,Hot Spring,2012,43.29271,0,1,0,0,33507,16133,7394,5515,3729,1310,1034,1592.8,21.03653943,48.14814815,22.06703077,16.45924732,11.12901782,3.909630823,3.046260898,3.085922345,39652,10.58789667,0.056411788,,
5061,Arkansas,Howard,2012,43.95626,0,1,0,0,13675,7053,3554,2181,2878,1592,1450,1521.5,8.987840946,51.57586837,25.98903108,15.9488117,21.04570384,11.6416819,2.195872658,10.60329068,35236,10.46982357,0.049399761,,
5063,Arkansas,Independence,2012,44.18033,0,1,0,0,36953,18863,8894,5996,767,2673,2212,1978.4,18.67822483,51.0459232,24.06841123,16.22601683,2.075609558,7.233512841,2.927358398,5.985982194,34374,10.44505574,0.064716832,,
5065,Arkansas,Izard,2012,48.1262,0,1,0,0,13541,6580,2565,3319,182,409,237,1504.1,9.002725883,48.59316151,18.94247101,24.51074514,1.344066169,3.020456392,2.197527407,1.750240012,31011,10.34209726,0.066606384,,
